City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
361,Faanui,PF,-16.48,-151.75,76.35,79,13,20.36,few clouds
362,Mayfield Heights,US,41.52,-81.46,71.6,88,90,10.29,moderate rain
363,Nhulunbuy,AU,-12.23,136.77,80.6,61,75,19.46,broken clouds
364,Galway,IE,53.27,-9.05,53.6,81,75,10.29,broken clouds
365,Danilov,RU,58.19,40.17,55.4,100,40,4.47,fog
366,Baykit,RU,61.67,96.37,52.68,82,22,1.43,few clouds
367,Kasempa,ZM,-13.46,25.83,67.01,42,41,3.85,scattered clouds
368,Sabang,ID,5.89,95.32,83.44,71,100,4.5,light rain
369,Batagay-Alyta,RU,67.8,130.41,52.02,45,79,1.07,broken clouds
370,Egvekinot,RU,66.32,-179.17,47.52,67,92,11.16,overcast clouds
371,Springdale,US,36.19,-94.13,91.4,46,1,4.7,clear sky
372,Craig,US,40.52,-107.55,84.2,18,1,9.17,clear sky
373,Labuan,MY,5.28,115.24,77.0,94,20,6.98,few clouds
374,Casma,CL,-41.01,-73.12,44.6,75,55,8.05,broken clouds
375,Atikokan,CA,48.76,-91.62,59.85,92,99,7.58,overcast clouds
376,Touros,BR,-5.2,-35.46,75.2,88,7,4.7,clear sky
377,Yangmei,CN,24.1,112.56,77.99,70,29,1.43,scattered clouds
378,Palakollu,IN,16.53,81.73,77.14,91,100,3.29,light rain
379,Fomboni,KM,-12.28,43.74,76.19,79,26,12.21,scattered clouds
380,Almansa,ES,38.87,-1.1,75.99,41,22,1.99,few clouds
381,Benjamin Hill,MX,30.17,-111.1,100.99,32,0,10.0,clear sky
382,Sijunjung,ID,-0.69,100.95,73.6,85,98,0.81,overcast clouds
383,Christchurch,NZ,-43.53,172.63,57.0,66,1,13.87,clear sky
384,Santa Maria,BR,-29.68,-53.81,62.6,100,75,6.93,mist
385,Bassila,BJ,9.01,1.67,70.25,98,87,4.47,overcast clouds
386,Tabou,CI,4.42,-7.35,75.6,86,52,9.08,broken clouds
387,Axim,GH,4.87,-2.24,74.21,90,72,8.19,broken clouds
388,Aldan,RU,58.6,125.39,56.5,48,74,7.45,broken clouds
389,Kindu,CD,-2.95,25.95,72.88,87,30,2.71,scattered clouds
390,Los Alamos,US,35.89,-106.31,91.4,30,40,6.98,scattered clouds
391,Araguacu,BR,-12.93,-49.83,79.77,21,62,3.06,broken clouds
392,Kismayo,SO,-0.36,42.55,77.07,80,30,15.41,scattered clouds
393,Novyy Urengoy,RU,66.08,76.63,58.44,63,99,4.0,overcast clouds
394,Cayenne,GF,4.93,-52.33,78.8,94,45,4.7,scattered clouds
395,Muravlenko,RU,63.79,74.52,52.79,95,73,2.55,broken clouds
396,Vilyuysk,RU,63.76,121.62,59.13,45,100,7.87,overcast clouds
397,Bani,DO,18.28,-70.33,86.0,75,8,5.01,light rain
398,Lavrentiya,RU,65.58,-171.0,50.0,76,71,2.57,broken clouds
399,Ewa Beach,US,21.32,-158.01,89.6,46,40,11.41,scattered clouds
400,Barquisimeto,VE,10.07,-69.32,89.6,52,8,16.11,clear sky
401,Tukrah,LY,32.53,20.58,75.43,77,0,5.68,clear sky
402,Manaure,CO,11.78,-72.44,86.49,67,28,19.26,scattered clouds
403,Sisimiut,GL,66.94,-53.67,48.88,54,87,9.31,overcast clouds
404,Berlevag,NO,70.86,29.09,44.47,69,44,6.82,scattered clouds
405,Nibe,DK,56.98,9.64,59.0,96,100,1.99,overcast clouds
406,Kahului,US,20.89,-156.47,91.4,41,20,26.4,few clouds
407,Alta Floresta,BR,-9.88,-56.09,81.84,39,43,3.76,scattered clouds
408,Verkhoyansk,RU,67.54,133.38,56.5,37,67,2.06,broken clouds
409,Aberdeen,GB,57.14,-2.1,48.2,81,75,13.87,broken clouds
410,Concepcion Del Oro,MX,24.63,-101.42,79.38,29,70,10.65,broken clouds
411,Vanimo,PG,-2.67,141.3,78.12,90,100,14.27,heavy intensity rain
412,San Martin,AR,-33.08,-68.47,62.6,29,6,5.82,clear sky
413,Mirador,BR,-6.37,-44.36,78.12,39,13,2.15,few clouds
414,Bayir,TR,37.27,28.22,68.0,72,0,2.68,clear sky
415,Racale,IT,39.96,18.09,75.99,94,5,4.7,clear sky
416,Moose Factory,CA,51.26,-80.61,53.6,87,1,9.17,clear sky
417,Villanueva De La Serena,ES,38.98,-5.8,62.01,58,50,8.01,light rain
418,Port Blair,IN,11.67,92.75,81.91,73,93,6.13,overcast clouds
419,Toora-Khem,RU,52.47,96.11,49.55,93,100,1.99,moderate rain
420,Puerto Escondido,MX,15.85,-97.07,73.4,64,90,6.93,light rain
421,Andenes,NO,69.31,16.12,48.2,76,71,17.22,drizzle
422,Miajadas,ES,39.15,-5.91,62.01,58,55,8.01,broken clouds
423,Honiara,SB,-9.43,159.95,86.0,74,75,3.36,broken clouds
424,Souillac,MU,-20.52,57.52,71.6,78,40,8.05,scattered clouds
425,Socorro,US,31.65,-106.3,100.4,13,20,4.36,few clouds
426,Milkovo,RU,54.72,158.62,45.45,92,100,2.1,light rain
427,Katangli,RU,51.71,143.23,56.32,68,15,7.16,few clouds
428,Wittmund,DE,53.57,7.78,55.4,87,75,5.82,broken clouds
429,Mocuba,MZ,-16.84,36.99,71.74,75,4,3.44,clear sky
430,Tanout,NE,14.97,8.89,81.0,62,43,16.26,light rain
431,Cap-Aux-Meules,CA,47.38,-61.86,57.2,71,75,9.17,broken clouds
432,Fillan,NO,63.61,8.97,50.0,87,75,2.24,broken clouds
433,Nuevitas,CU,21.55,-77.26,82.4,83,0,11.41,clear sky
434,Valentin Gomez Farias,MX,28.22,-106.58,86.34,25,37,11.95,scattered clouds
435,Khudumelapye,BW,-23.88,24.75,62.28,28,87,6.24,overcast clouds
436,Bilibino,RU,68.05,166.44,49.21,56,100,3.65,overcast clouds
437,Laem Sing,TH,12.48,102.07,77.0,94,78,3.69,broken clouds
438,Chetumal,MX,18.5,-88.3,86.0,74,40,11.41,scattered clouds
439,Alyangula,AU,-13.85,136.42,78.8,57,85,11.41,overcast clouds
440,Coatzintla,MX,20.48,-97.45,89.6,66,90,3.36,overcast clouds
441,Bethanien,NA,-26.5,17.16,39.88,82,1,8.88,clear sky
442,Tianpeng,CN,30.99,103.94,79.0,94,75,6.71,broken clouds
443,Conway,US,35.09,-92.44,88.0,66,1,3.36,clear sky
444,Arrecife,ES,28.96,-13.55,73.4,73,40,20.8,scattered clouds
445,Urumqi,CN,43.8,87.6,60.8,63,19,8.95,few clouds
446,Carthage,TN,36.86,10.33,86.0,28,5,8.05,clear sky
447,San Borja,BO,-14.82,-66.85,79.86,42,59,1.16,broken clouds
448,Galle,LK,6.04,80.22,80.58,81,92,13.56,light rain
449,Grand-Santi,GF,4.25,-54.38,74.19,94,89,2.77,overcast clouds
450,Sambava,MG,-14.27,50.17,68.36,82,49,10.6,scattered clouds
451,Narsaq,GL,60.92,-46.05,59.0,33,100,35.57,light rain
452,Phalaborwa,ZA,-23.94,31.14,78.8,44,0,5.82,clear sky
453,Avera,US,33.19,-82.53,84.2,83,1,4.7,clear sky
454,Huamuxtitlan,MX,17.82,-98.57,77.94,75,27,3.8,moderate rain
455,Broken Hill,AU,-31.95,141.43,59.0,28,0,13.87,clear sky
456,Shingu,JP,33.73,135.98,84.2,74,20,3.36,few clouds
457,Sinegorye,RU,62.08,150.48,39.0,84,100,5.66,light rain
458,Yerofey Pavlovich,RU,53.97,121.97,55.53,60,100,3.33,overcast clouds
459,Londiani,KE,-0.17,35.59,54.05,94,84,1.48,moderate rain
460,Ipixuna,BR,-1.76,-48.8,77.0,88,40,4.23,scattered clouds
461,Viedma,AR,-40.81,-63.0,46.0,73,84,4.72,broken clouds
462,Tezu,IN,27.92,96.17,76.39,74,99,1.7,light rain
463,Byron Bay,AU,-28.65,153.62,64.4,59,40,10.29,scattered clouds
464,Keti Bandar,PK,24.14,67.45,82.38,86,100,15.57,overcast clouds
465,Turukhansk,RU,65.82,87.98,53.13,88,88,3.33,overcast clouds
466,Alexandroupoli,GR,40.85,25.87,72.0,57,0,1.01,clear sky
467,Chapais,CA,49.78,-74.85,55.4,62,20,2.24,few clouds
468,Catamarca,AR,-28.47,-65.79,55.0,31,0,3.0,clear sky
469,Nizhnyaya Tavda,RU,57.67,66.17,57.42,91,36,2.75,scattered clouds
470,Bakchar,RU,57.02,82.07,51.55,97,42,4.88,scattered clouds
471,Reshetylivka,UA,49.56,34.08,56.8,88,7,4.99,clear sky
472,Chabahar,IR,25.29,60.64,81.79,81,2,3.83,clear sky
473,Ust-Kuyga,RU,70.02,135.6,50.49,55,29,2.82,scattered clouds
474,Fonte Boa,BR,-2.5,-66.27,72.18,94,99,0.83,light rain
475,Kodino,RU,63.72,39.64,49.39,83,100,6.76,light rain
476,Clyde River,CA,70.47,-68.59,50.0,71,20,9.17,few clouds
477,Lamu,KE,-2.27,40.9,75.58,82,17,12.48,few clouds
478,Syracuse,IT,37.09,15.28,77.0,88,0,4.7,clear sky
479,Lashio,MM,22.93,97.75,69.78,100,100,0.38,overcast clouds
480,Codrington,AU,-38.27,141.97,54.5,67,0,18.07,clear sky
481,Kalmunai,LK,7.42,81.82,78.26,79,65,5.28,broken clouds
482,Laurinburg,US,34.77,-79.46,84.99,74,1,11.41,clear sky
483,Sokoto,NG,13.06,5.24,75.58,86,98,9.35,overcast clouds
484,Pocone,BR,-16.26,-56.62,84.76,15,0,5.41,clear sky
485,Grindavik,IS,63.84,-22.43,48.2,100,90,11.41,shower rain
486,Pathein,MM,16.78,94.73,78.66,88,41,6.04,scattered clouds
487,Mandalgovi,MN,45.76,106.27,54.37,71,71,8.32,broken clouds
488,Charlottesville,US,38.03,-78.48,86.0,66,1,3.36,clear sky
489,Mana,GF,5.66,-53.78,78.89,86,90,5.64,overcast clouds
490,Mahebourg,MU,-20.41,57.7,71.6,78,40,8.05,scattered clouds
491,Ahuimanu,US,21.44,-157.84,87.8,62,75,10.29,broken clouds
492,Santa Marta,CO,11.24,-74.2,82.0,84,43,8.93,scattered clouds
493,Thinadhoo,MV,0.53,72.93,82.72,64,100,10.11,overcast clouds
494,Itarema,BR,-2.92,-39.92,78.46,78,25,17.29,scattered clouds
495,Liku,ID,-0.73,119.89,80.33,72,23,3.15,few clouds
496,Road Town,VG,18.42,-64.62,82.99,85,39,15.99,scattered clouds
497,Sumbe,AO,-11.21,13.84,68.76,84,97,4.88,overcast clouds
498,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,51.8,100,90,4.47,light intensity shower rain
499,Rio Gallegos,AR,-51.62,-69.22,32.0,85,72,27.51,broken clouds
500,Pangkalanbuun,ID,-2.68,111.62,76.39,92,43,3.24,scattered clouds
501,El Alto,PE,-4.27,-81.21,61.39,90,10,17.25,clear sky
502,Yumen,CN,40.28,97.2,60.67,44,100,6.91,overcast clouds
503,Yar-Sale,RU,66.83,70.83,52.3,89,97,17.63,overcast clouds
504,Adrar,MR,20.5,-10.07,93.45,33,29,22.3,scattered clouds
505,Balabac,PH,7.99,117.06,83.28,74,100,3.67,overcast clouds
506,Japura,ID,-0.32,102.35,75.34,85,97,2.3,overcast clouds
507,Moron,AR,-34.65,-58.62,64.0,93,75,3.36,broken clouds
508,Praia Da Vitoria,PT,38.73,-27.07,77.0,83,40,5.5,scattered clouds
509,Humberto De Campos,BR,-2.6,-43.46,76.82,78,0,6.02,clear sky
510,Ahtopol,BG,42.1,27.95,71.6,88,40,6.93,moderate rain
511,Rabo De Peixe,PT,37.8,-25.58,73.4,94,20,10.29,few clouds
512,Champerico,GT,14.3,-91.92,80.6,83,75,6.93,broken clouds
513,Zykovo,RU,55.95,93.15,46.4,93,77,1.92,fog
514,Madruga,CU,22.91,-81.86,87.01,88,20,6.93,few clouds
515,Eyl,SO,7.98,49.82,76.62,74,23,19.46,few clouds
516,Tarko-Sale,RU,64.92,77.78,48.99,93,15,5.7,few clouds
517,Aborlan,PH,9.44,118.55,83.07,74,41,0.94,scattered clouds
518,Methoni,GR,36.82,21.7,78.01,88,0,7.65,clear sky
519,Kavieng,PG,-2.57,150.8,83.48,75,92,12.3,overcast clouds
520,Chumikan,RU,54.72,135.31,59.31,55,0,9.69,clear sky
521,Pokhara,NP,28.23,83.98,70.88,85,78,0.45,light rain
522,Gohad,IN,26.43,78.44,80.76,84,63,9.53,broken clouds
523,Nerchinskiy Zavod,RU,51.31,119.61,49.57,92,100,4.72,overcast clouds
524,Tulum,MX,20.22,-87.47,86.0,79,75,10.29,broken clouds
525,Port Arthur,CN,38.8,121.27,77.0,78,0,2.24,clear sky
526,Biak,ID,-0.91,122.88,78.91,70,12,9.01,few clouds
527,Le Locle,CH,47.06,6.75,57.2,93,90,3.36,overcast clouds
528,Tigil,RU,57.8,158.67,56.82,54,35,6.73,scattered clouds
529,Rio Claro,BR,-22.41,-47.56,69.8,56,0,4.7,clear sky
530,Bamiantong,CN,44.93,130.53,65.53,94,100,7.83,moderate rain
531,Gobabis,NA,-22.45,18.97,50.61,36,0,10.33,clear sky
532,Mecca,SA,21.43,39.83,87.55,17,0,4.07,clear sky
533,Tutoia,BR,-2.76,-42.27,79.66,77,0,14.43,clear sky
534,Libenge,CD,3.65,18.63,72.39,87,100,0.38,overcast clouds
535,Bay Roberts,CA,47.6,-53.26,60.01,56,37,13.65,scattered clouds
536,Mehriz,IR,31.59,54.43,73.4,18,7,2.24,clear sky
537,Bure,ET,10.7,37.07,56.07,95,80,1.52,light rain
538,Beringovskiy,RU,63.05,179.32,50.9,84,100,15.41,light rain
539,Majholi,IN,23.5,79.92,74.19,96,99,6.78,light rain
540,Lagoa,PT,39.05,-27.98,74.03,95,1,15.61,clear sky
541,Ndioum,SN,16.51,-14.65,87.82,60,44,15.32,light rain
542,Ilula,TZ,-7.68,36.04,59.0,72,5,5.82,clear sky
543,Amapa,BR,1.0,-52.0,73.18,97,97,3.04,moderate rain
544,Carauari,BR,-4.88,-66.9,74.57,94,100,4.23,moderate rain
545,Lata,PT,40.16,-8.33,62.01,77,62,1.01,broken clouds
546,Bollnas,SE,61.35,16.39,45.37,88,24,1.57,few clouds
547,Bogale,MM,16.28,95.4,78.12,91,60,5.06,broken clouds
548,Kununurra,AU,-15.77,128.73,80.6,22,6,19.46,clear sky
549,Takoradi,GH,4.88,-1.76,74.25,90,60,8.57,broken clouds
550,Vila Franca Do Campo,PT,37.72,-25.43,73.4,94,20,10.29,few clouds
551,Blagoyevo,RU,63.37,47.92,50.29,80,89,8.12,overcast clouds
552,Rotterdam,NL,51.92,4.48,57.99,87,46,9.17,scattered clouds
553,Mackenzie,CA,55.3,-123.17,64.4,36,1,16.11,clear sky
554,Am Timan,TD,11.03,20.28,70.57,94,100,3.6,light rain
555,Khetri,IN,27.98,75.8,79.57,73,23,4.12,few clouds
556,Skagen,DK,57.72,10.58,57.0,88,100,11.99,light rain
557,Findochty,GB,57.7,-2.9,52.0,71,50,14.99,scattered clouds
558,Pindiga,NG,9.98,10.93,71.47,93,100,3.78,overcast clouds
559,Palma,ES,39.57,2.65,78.01,83,19,4.7,few clouds
560,Ilam,NP,26.92,87.92,64.36,91,45,2.51,scattered clouds
561,Samarai,PG,-10.62,150.67,78.71,87,99,14.63,moderate rain
562,Yulara,AU,-25.24,130.99,59.0,19,0,10.29,clear sky
563,Vangaindrano,MG,-23.35,47.6,67.87,90,33,4.34,scattered clouds
564,Sayyan,YE,15.17,44.32,61.93,65,91,1.5,overcast clouds
565,Kulhudhuffushi,MV,6.62,73.07,82.47,73,10,10.25,clear sky
566,Saint Leonard,CA,47.17,-67.92,55.99,70,12,6.29,few clouds
567,Rorvik,NO,64.86,11.24,53.1,66,32,11.97,scattered clouds
568,Mombetsu,JP,44.35,143.35,62.85,95,95,7.34,moderate rain
569,Bereda,ES,43.27,-7.54,55.99,100,48,3.0,scattered clouds
570,Ulladulla,AU,-35.35,150.47,62.01,54,0,10.29,clear sky
571,Skjervoy,NO,70.03,20.97,49.05,73,69,12.17,broken clouds
572,The Pas,CA,53.83,-101.25,64.4,59,75,11.41,broken clouds
573,Tuensang,IN,26.28,94.83,69.96,84,100,1.28,overcast clouds
574,Redding,US,40.59,-122.39,105.01,20,1,11.41,clear sky
575,Desna,UA,50.93,30.76,53.6,100,14,2.24,few clouds
576,Port Keats,AU,-14.25,129.55,80.49,30,0,15.35,clear sky
577,Cam Ranh,VN,11.92,109.16,84.2,79,86,3.36,overcast clouds
578,Marrakesh,MA,31.63,-8.01,73.4,64,0,8.05,clear sky
579,Santa Cruz,BO,-17.8,-63.17,77.0,65,43,5.82,scattered clouds
580,Coquimbo,CL,-29.95,-71.34,51.8,81,20,8.05,few clouds
581,Fairbanks,US,64.84,-147.72,61.0,72,75,1.59,broken clouds
582,Tahe,CN,52.33,124.73,53.64,66,100,4.7,overcast clouds
583,Shu,KZ,43.6,73.76,66.0,74,0,8.68,clear sky
584,Mareeba,AU,-17.0,145.43,73.99,73,21,8.99,few clouds
585,Sucua,EC,-2.47,-78.17,71.6,68,40,4.7,scattered clouds
586,Shahpur,IN,16.7,76.83,72.81,88,100,10.25,overcast clouds
587,Nantucket,US,41.28,-70.1,69.8,88,1,9.17,clear sky
588,Arlit,NE,18.74,7.39,80.98,60,85,15.73,light rain
589,Chico,US,39.73,-121.84,96.8,30,5,17.22,clear sky
590,Awjilah,LY,29.11,21.29,77.67,62,0,9.19,clear sky
591,Yenagoa,NG,4.92,6.26,73.81,93,100,1.39,light rain
592,Inuvik,CA,68.35,-133.72,57.2,41,20,9.17,few clouds
593,Yashkul,RU,46.17,45.34,72.19,51,96,7.02,overcast clouds
594,Soyo,AO,-6.13,12.37,72.25,87,99,9.44,overcast clouds
595,Nome,US,64.5,-165.41,59.0,77,90,4.7,overcast clouds
596,Capao Da Canoa,BR,-29.75,-50.01,65.21,80,65,7.54,broken clouds
597,Ilongero,TZ,-4.67,34.87,57.63,77,8,10.36,clear sky
598,Dudinka,RU,69.41,86.18,53.6,71,54,11.18,broken clouds
599,Qaqortoq,GL,60.72,-46.03,59.0,33,100,35.57,light rain
600,Carlisle,US,40.2,-77.19,73.0,92,98,4.27,light rain
601,Oksfjord,NO,70.24,22.35,41.0,86,87,16.11,overcast clouds
602,Narasannapeta,IN,18.42,84.05,78.12,89,50,4.05,scattered clouds
603,Yarada,IN,17.65,83.27,80.6,94,75,2.24,mist
604,Paamiut,GL,61.99,-49.67,46.65,92,100,5.12,light rain
605,Balcesti,RO,44.62,23.95,69.01,59,39,9.17,scattered clouds
606,Rosetta,EG,31.4,30.42,78.8,78,0,6.93,clear sky
607,Walvis Bay,NA,-22.96,14.51,50.0,70,0,2.24,clear sky
608,Teguise,ES,29.06,-13.56,73.4,73,40,20.8,scattered clouds
609,Muros,ES,42.78,-9.06,57.0,92,5,1.01,clear sky
610,Buraydah,SA,26.33,43.98,84.2,26,0,4.7,clear sky
611,Brae,GB,60.4,-1.35,50.0,76,53,12.75,broken clouds
612,Chakia,IN,26.42,85.05,80.2,82,28,9.24,light rain
613,Puerto Ayacucho,VE,5.66,-67.62,82.4,74,40,4.7,scattered clouds
614,Saravan,AM,39.72,45.65,73.4,40,1,4.7,clear sky
615,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,74.46,87,91,6.93,overcast clouds
616,Laurel,US,39.1,-76.85,77.0,88,1,4.74,moderate rain
617,Khani,GE,41.96,42.96,64.4,93,79,4.7,broken clouds
618,Madison,US,34.73,-86.57,75.0,100,90,13.87,heavy intensity rain
619,Kandrian,PG,-6.22,149.55,83.21,74,96,6.49,overcast clouds
620,Sioux Lookout,CA,50.1,-91.92,62.6,72,75,12.75,shower rain
621,Asau,RO,46.43,26.4,57.0,75,34,3.09,scattered clouds
622,Cancun,MX,21.17,-86.85,84.2,83,75,11.41,broken clouds
623,Lazaro Cardenas,MX,17.96,-102.2,82.27,78,38,12.24,scattered clouds
624,Ales,FR,44.13,4.08,63.0,9,98,1.99,light rain
625,Bambanglipuro,ID,-7.95,110.28,78.44,76,21,9.8,few clouds
626,Colac,AU,-38.33,143.58,53.01,74,3,1.99,clear sky
627,Mitsamiouli,KM,-11.38,43.28,75.07,78,12,9.01,few clouds
628,Itaituba,BR,-4.28,-55.98,77.67,77,99,0.94,overcast clouds
629,Honghu,CN,29.82,113.46,77.97,77,0,3.2,clear sky
630,Pasni,PK,25.26,63.47,81.34,85,27,12.06,scattered clouds
631,Kamsack,CA,51.57,-101.9,68.0,49,1,12.75,clear sky
632,Bubaque,GW,11.28,-15.83,80.62,78,100,16.84,light rain
633,Kaeo,NZ,-35.1,173.78,62.01,3,23,5.99,few clouds
634,Rio Grande,BR,-32.03,-52.1,62.6,93,90,5.82,thunderstorm with light rain
635,Ostersund,SE,63.18,14.64,50.0,66,78,8.05,broken clouds
636,Guilin,CN,25.28,110.29,73.4,94,0,1.66,clear sky
637,Gongzhuling,CN,43.5,124.82,62.98,90,100,8.84,overcast clouds
638,Gamba,GA,-2.65,10.0,73.96,88,100,8.63,light rain
639,Benguela,AO,-12.58,13.41,66.67,85,90,4.5,overcast clouds
640,Polonnaruwa,LK,7.93,81.0,77.41,71,64,8.23,broken clouds
641,Laguna,US,38.42,-121.42,96.01,26,1,6.93,haze
642,Marawi,PH,8.0,124.29,80.01,76,85,3.0,overcast clouds
643,Santa Margherita Ligure,IT,44.33,9.21,75.99,72,96,4.0,light rain
644,Maragogi,BR,-9.01,-35.22,73.87,88,98,6.46,overcast clouds
645,Los Llanos De Aridane,ES,28.66,-17.92,77.0,83,7,18.34,clear sky
646,Tautira,PF,-17.73,-149.15,84.2,62,20,11.41,few clouds
647,Mount Holly,US,35.3,-81.02,86.0,66,75,8.05,thunderstorm
648,Hailar,CN,49.2,119.7,50.95,91,100,12.86,light rain
649,Beeville,US,28.4,-97.75,95.0,63,1,14.99,clear sky
650,Zhanakorgan,KZ,43.91,67.25,71.67,29,0,12.84,clear sky
651,Jurilovca,RO,44.77,28.87,68.0,88,5,1.12,clear sky
652,Rutul,RU,41.54,47.42,71.6,60,50,9.17,scattered clouds
653,Achit,RU,56.8,57.9,59.88,78,77,7.67,broken clouds
654,Dhone,IN,15.42,77.88,74.91,80,100,12.21,overcast clouds
655,Morehead,US,37.27,-87.18,75.2,100,90,8.05,moderate rain
656,Muisne,EC,0.6,-80.03,78.8,83,75,6.93,broken clouds
657,Cornelio Procopio,BR,-23.18,-50.65,78.8,34,0,4.99,clear sky
658,Namibe,AO,-15.2,12.15,59.13,82,78,7.58,broken clouds
659,Calama,CL,-22.47,-68.93,64.4,16,9,16.11,clear sky
660,Maningrida,AU,-12.07,134.27,78.24,53,90,14.56,overcast clouds
661,Lakes Entrance,AU,-37.88,147.98,59.0,56,0,10.0,clear sky
662,Mongo,TD,12.18,18.69,74.23,87,100,4.21,light rain
663,Itapaci,BR,-14.95,-49.55,73.96,22,57,3.65,broken clouds
664,Innisfail,AU,-17.53,146.03,64.0,89,98,4.0,light rain
665,Damietta,EG,31.42,31.81,77.0,83,0,9.17,clear sky
666,Svetlogorsk,BY,52.63,29.73,53.24,95,34,2.3,scattered clouds
667,Strezhevoy,RU,60.73,77.59,57.2,100,40,4.47,scattered clouds
668,Majene,ID,-3.54,118.97,80.15,76,8,12.66,clear sky
669,Kropotkin,RU,45.44,40.58,63.19,91,0,6.33,clear sky
670,El Dorado,US,33.21,-92.67,84.2,83,1,4.7,clear sky
671,Fiumicino,IT,41.77,12.23,80.01,94,0,8.05,clear sky
672,Pochutla,MX,15.74,-96.47,78.01,91,100,0.69,light rain
673,Tocoa,HN,15.68,-86.0,85.51,58,86,2.04,overcast clouds
674,Mpulungu,ZM,-8.76,31.11,73.78,45,19,5.88,few clouds
675,Black River,JM,18.03,-77.85,86.0,84,40,10.29,scattered clouds
676,Aswan,EG,24.09,32.91,80.83,24,0,4.81,clear sky
677,Tymovskoye,RU,50.85,142.66,56.23,66,58,6.35,broken clouds
678,Sur,OM,22.57,59.53,83.35,66,80,7.0,broken clouds
679,Telgte,DE,51.98,7.78,55.99,93,40,4.7,scattered clouds
680,Mansa,IN,29.98,75.38,80.19,64,0,4.99,clear sky
681,Kabanjahe,ID,3.1,98.49,63.64,93,59,1.74,broken clouds
682,Verkhnyaya Inta,RU,65.98,60.31,40.8,93,18,3.78,few clouds
683,Royan,FR,45.63,-1.03,60.8,93,40,5.82,scattered clouds
684,Matagami,CA,49.75,-77.63,57.2,76,90,3.18,overcast clouds
685,Belle Fourche,US,44.67,-103.85,75.0,24,1,4.7,clear sky
686,Inverness,GB,57.48,-4.22,50.0,81,85,6.93,overcast clouds
687,Vila Velha,BR,-20.33,-40.29,71.6,94,40,3.36,scattered clouds
688,Thai Binh,VN,20.45,106.33,84.2,89,20,5.82,few clouds
689,Istisu,AZ,40.95,48.07,66.2,88,14,2.24,few clouds
690,Mgandu,TZ,-5.95,34.13,58.1,75,50,8.14,scattered clouds
691,Mutsu,JP,41.29,141.22,84.99,78,20,6.93,few clouds
692,Abonnema,NG,4.71,6.79,75.2,94,75,1.97,broken clouds
693,Bantva,IN,21.49,70.07,79.54,90,100,8.95,moderate rain
694,General Pico,AR,-35.66,-63.76,56.44,59,99,7.02,overcast clouds
695,Tevriz,RU,57.51,72.4,56.79,97,99,4.16,overcast clouds
696,Khalimbekaul,RU,42.85,47.14,77.0,53,20,31.32,few clouds
697,Olden,NO,61.84,6.81,53.01,89,46,1.5,scattered clouds
698,Borgarnes,IS,64.54,-21.92,50.0,87,75,12.75,shower rain
699,Enshi,CN,30.3,109.48,75.72,79,0,0.18,clear sky
700,Scarborough,GB,54.28,-0.4,54.0,88,93,8.01,light rain
701,Hambantota,LK,6.12,81.12,79.72,80,100,16.26,overcast clouds
702,Chibuto,MZ,-24.69,33.53,70.5,71,0,11.48,clear sky
703,Raudeberg,NO,61.99,5.14,55.99,84,3,18.16,clear sky
704,Coari,BR,-4.08,-63.14,77.16,85,97,3.62,light rain
705,Wanning,CN,18.8,110.4,81.5,82,81,4.74,broken clouds
706,Nizhniy Tsasuchey,RU,50.52,115.13,52.9,90,100,6.38,light rain
707,Barcelos,PT,41.54,-8.62,60.01,87,3,6.93,clear sky
708,Caravelas,BR,-17.71,-39.25,70.52,86,0,3.71,clear sky
709,Lompoc,US,34.64,-120.46,69.01,72,1,14.99,clear sky
710,Kurumkan,RU,54.3,110.3,54.09,83,100,5.1,light rain
711,Islampur,IN,26.27,88.2,79.7,84,15,3.0,light rain
712,San Rafael,AR,-34.62,-68.33,60.06,30,26,5.79,scattered clouds
713,Zhanaozen,KZ,43.3,52.8,74.25,20,0,12.3,clear sky
714,Bondo,CD,3.81,23.69,69.37,97,96,4.05,light rain
715,San Blas,MX,21.52,-105.27,75.2,94,90,9.01,overcast clouds
716,Caxito,AO,-8.58,13.66,69.8,88,40,6.93,scattered clouds
717,Livani,LV,56.35,26.18,47.77,84,38,1.3,scattered clouds
